text,newspaper,country,date,auhtor
Die US-Aktivistengruppe Distributed Denial of Secrets hat interne Unterlagen amerikanischer Polizeibehörden veröffentlicht. Nun hat sie Ärger – mit deutschen Ermittlern.,yahoo,USA,2020-07-12,unkown
Apple-Originalteile für das iPhone waren in Europa bisher nur für wenige autorisierte Service-Partner zugänglich. Jetzt sollen kleine Werkstätten sie auch hier bekommen können.Apple-Originalteile fur das iPhone waren in Europa bisher nur fur wenige autorisierte Service-Partner zuganglich. Jetzt sollen kleine Werkstatten sie auch hier bekommen konnen.,yahoo,USA,2020-07-12,unkown
"Chiphersteller Qualcomm bringt Bewegung in den Smartwatch-Markt. Mit einem neuen Prozessor, der deutlich sparsamer und schneller sein soll als sein Vorgänger - und der auch sonst einiges kann.Chiphersteller Qualcomm bringt Bewegung in den Smartwatch-Markt. Mit einem neuen Prozessor, der deutlich sparsamer und schneller sein soll als sein Vorganger - und der auch sonst einiges kann.",yahoo,USA,2020-07-12,unkown
"Mails, Musik, Fotos, Videos oder Dokumente. Das alles will regelmäßig gesichert werden - und muss hin und wieder mal auf ein neues Gerät umziehen. Die richtige Strategie spart hier Zeit und Ärger.Mails, Musik, Fotos, Videos oder Dokumente. Das alles will regelmaßig gesichert werden - und muss hin und wieder mal auf ein neues Gerat umziehen. Die richtige Strategie spart hier Zeit und Ärger.",yahoo,USA,2020-07-12,unkown
Touren planen und bearbeiten am Smartphone: Das können auch Motorradfahrer. Solche Apps sind nützlich - allerdings auch nicht ganz ungefährlich.Touren planen und bearbeiten am Smartphone: Das konnen auch Motorradfahrer. Solche Apps sind nutzlich - allerdings auch nicht ganz ungefahrlich.,yahoo,USA,2020-07-12,unkown
"Diese Woche steht eine Navigations-App bei Nutzern hoch im Kurs und klettert weiter nach oben in den Charts. Ebenfalls unter den Top-Platzierungen: eine Wetter App, damit der Grillabend nicht ins Wasser fällt.Diese Woche steht eine Navigations-App bei Nutzern hoch im Kurs und klettert weiter nach oben in den Charts. Ebenfalls unter den Top-Platzierungen: eine Wetter App, damit der Grillabend nicht ins Wasser fallt.",yahoo,USA,2020-07-12,unkown
"Ein intensives Märchen, verpackt im handgemachten Spiel mit viel Cleverness, Falschgeld entdecken und trennen, sowie ein 3-D Rätselabenteuer: die Neuerscheinungen der Game-Charts in dieser Woche.Ein intensives Marchen, verpackt im handgemachten Spiel mit viel Cleverness, Falschgeld entdecken und trennen, sowie ein 3-D Ratselabenteuer: die Neuerscheinungen der Game-Charts in dieser Woche.",yahoo,USA,2020-07-12,unkown
"Wer eine Webseite betreibt, wird sich kaum über E-Mails wundern, die er in diesem Zusammenhang erhält. Doch mit vielen Nachrichten, die derzeit im Umlauf sind, verhält es sich anders.Wer eine Webseite betreibt, wird sich kaum uber E-Mails wundern, die er in diesem Zusammenhang erhalt. Doch mit vielen Nachrichten, die derzeit im Umlauf sind, verhalt es sich anders.",yahoo,USA,2020-07-12,unkown
"Unternehmen wollen nicht mehr auf Facebook werben, weil es kaum gegen Hass und Hetze vorgeht. Und Mark Zuckerberg? Zeigt sich unbeeindruckt. Dabei gäbe es Lösungen.",yahoo,USA,2020-07-12,unkown
"Eins für sie, eins für ihn, und auch der Nachwuchs hat was eigenes: So wie bei anderen Streamingdiensten gibt es bei Amazon Prime Video künftig mehrere Nutzerprofile.Eins fur sie, eins fur ihn, und auch der Nachwuchs hat was eigenes: So wie bei anderen Streamingdiensten gibt es bei Amazon Prime Video kunftig mehrere Nutzerprofile.",yahoo,USA,2020-07-12,unkown
Mit Updates kommt oft etwas Neues hinzu. Oder Bestehendes wird verbessert oder repariert. Manchmal verschwindet aber auch etwas völlig unbeabsichtigt - wie gerade beim Firefox-Browser.Mit Updates kommt oft etwas Neues hinzu. Oder Bestehendes wird verbessert oder repariert. Manchmal verschwindet aber auch etwas vollig unbeabsichtigt - wie gerade beim Firefox-Browser.,yahoo,USA,2020-07-12,unkown
Fritzbox-Besitzerinnen und -Besitzer sollten bald mal wieder einen Blick in das Einstellungsmenü ihres Routers werfen. Denn Hersteller AVM verteilt eine neue Software-Version.Fritzbox-Besitzerinnen und -Besitzer sollten bald mal wieder einen Blick in das Einstellungsmenu ihres Routers werfen. Denn Hersteller AVM verteilt eine neue Software-Version.,yahoo,USA,2020-07-12,unkown
"Ob im Mehrfamilienhaus oder in der Nachbarschaft - warum nicht den Internetanschluss teilen? Wie geht das technisch, und gibt es vielleicht rechtliche Hürden?Ob im Mehrfamilienhaus oder in der Nachbarschaft - warum nicht den Internetanschluss teilen? Wie geht das technisch, und gibt es vielleicht rechtliche Hurden?",yahoo,USA,2020-07-12,unkown
"Chinas Sicherheitsgesetz beschneidet die Freiheit in sozialen Medien in Hongkong. TikTok zieht sich zurück. Facebook, Google und Twitter verweigern die Kooperation mit Behörden. Droht ihnen die Sperrung?Chinas Sicherheitsgesetz beschneidet die Freiheit in sozialen Medien in Hongkong. TikTok zieht sich zuruck. Facebook, Google und Twitter verweigern die Kooperation mit Behorden. Droht ihnen die Sperrung?",yahoo,USA,2020-07-12,unkown
"Traditionelle Geldhäuser schleppen häufig eine gewaltige Altlast mit sich herum: eine IT, die zwar sicher, aber auch schwerfällig und teuer ist. Die Deutsche Bank setzt nun auf eine strategische Partnerschaft, um die Herausforderung zu meistern.Traditionelle Geldhauser schleppen haufig eine gewaltige Altlast mit sich herum: eine IT, die zwar sicher, aber auch schwerfallig und teuer ist. Die Deutsche Bank setzt nun auf eine strategische Partnerschaft, um die Herausforderung zu meistern.",yahoo,USA,2020-07-12,unkown
"Es sind nur noch fünf Jahre Zeit, bis in Deutschland jeder auf einen ultraschnellen Glasfaseranschluss zugreifen können soll. Jetzt werden mehrere Großprojekte im ländlichen Raum vom Staat gefördert - das größte zusammenhängende Gebiet ist die Altmark in Sachsen-Anhalt.Es sind nur noch funf Jahre Zeit, bis in Deutschland jeder auf einen ultraschnellen Glasfaseranschluss zugreifen konnen soll. Jetzt werden mehrere Großprojekte im landlichen Raum vom Staat gefordert - das großte zusammenhangende Gebiet ist die Altmark in Sachsen-Anhalt.",yahoo,USA,2020-07-12,unkown
"Acclaimed N.S. musician takes on province, city in proposed class-action lawsuit over slow rural internet",google_news,canada,2020-07-10,
Elon Musk’s Starlink gives Parry Sound - Almaguin hope for reliable internet,google_news,canada,2020-07-06,Sarah Cooke Local Journalism Initiative Reporter
Bringing high-speed internet to hamlets of Clarington,google_news,canada,2020-07-12,Jennifer O'Meara
Opinion: Heritage Minister raises possibility of link tax for internet companies,google_news,canada,2020-06-21,Follow Us On Twitter Michael Geist
Elon Musk wants to provide rural Canadians with super-fast internet service via satellite,google_news,canada,2020-06-24,Peter Nowak Special To The Star
The Internet has some thoughts about Jada Pinkett Smith's 'entanglement',google_news,canada,2020-07-10,Mark Gray Wonderwall.Com Editors
MongoDB is subject to continual attacks when exposed to the internet,google_news,canada,2020-07-08,
"Meet Siren Head, a horrifying monster haunting the internet",google_news,canada,2020-07-10,Rachel Watts
A patron saint of the internet? The pope is on it,google_news,canada,2020-06-28,Tom Kington Is A Special Correspondent.
"Israel's Bezeq to double internet speed, eyes fibre network launch",google_news,canada,2020-07-12,Steven Scheer Min Read
Ministry permits Bezeq to double Internet speeds,google_news,canada,2020-07-12,
rural kenya welcomes balloon-powered internet with google's 'loon',google_news,canada,2020-07-11,Kat Barandy
"Internet woes continue in Caledon, despite provider’s coronavirus announcement",google_news,canada,2020-05-15,Matthew Strader
Big Tech podcast: Douglas Rushkoff on reclaiming our humanity on the internet,google_news,canada,2020-05-07,The Logic
Covid-19 makes it clearer than ever: access to the internet should be a universal right | Tim Berners-Lee,google_news,canada,2020-06-04,Tim Berners-Lee
Here's what Bill Gates said about the internet in a Microsoft internal memo 25 years ago today: It's a 'tidal wave',google_news,canada,2020-05-26,Tom Huddleston Jr.
The weirdest mechanicals on the internet,google_news,canada,2020-03-10,Canadian Cycling Magazine
Google faces $5 billion lawsuit in U.S. for tracking 'private' internet use,google_news,canada,2020-06-03,Jonathan Stempel Min Read
Bored during quarantine? Here are 100+ things to do online,google_news,canada,2020-05-01,
Scientists Connect Brain Cells to Machines Over the Internet,google_news,canada,2020-02-27,Jonathan Smith
Starlink: SpaceX's satellite internet project,google_news,canada,2020-01-17,Adam Mann
"Acclaimed N.S. musician takes on province, city in proposed class-action lawsuit over slow rural internet",google_news,canada,2020-07-10,
Elon Musk’s Starlink gives Parry Sound - Almaguin hope for reliable internet,google_news,canada,2020-07-06,Sarah Cooke Local Journalism Initiative Reporter
Bringing high-speed internet to hamlets of Clarington,google_news,canada,2020-07-12,Jennifer O'Meara
Opinion: Heritage Minister raises possibility of link tax for internet companies,google_news,canada,2020-06-21,Follow Us On Twitter Michael Geist
